PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
"Rencor tatuado 
",Julián Hernández,CC,México,1015,17,Adultos,2020,Marzo,Sala
Una constelación distante,Shevaun Mizrahi,CC,Turquía-Estados Unidos,373,17,Adultos,2020,Marzo,Sala
Ya me voy,Lindsey Cordero y Armando Croda,CC,México-Estados Unidos,795,22,Adultos,2020,Marzo,Sala
El rey de la comedia,Martin Scorsese,Clásicos en pantalla grande,Estados Unidos,592,2,Adultos,2020,Marzo,Sala
Buñuel,Bernardo Esquinca,Conferencia,,80,1,Adultos,2020,Marzo,Sala
La tarea,Jaime Humerto Hermosillo,Conversando con cineastas,México,120,1,Adultos,2020,Marzo,Sala
Román,Majo Staffolani,Estreno,Argentina,971,18,Adultos,2020,Marzo,Sala
Familia de medianoche,Luke Lorentzen,Estreno,México,1825,23,Adultos,2020,Marzo,Sala
Un elefante sentado y quieto,Hu Bo,Estreno,China,539,16,Adultos,2020,Marzo,Sala
Aquellos que están bien ,Cyril Schäublin,Estreno,Suiza,487,12,Adultos,2020,Marzo,Sala
El Hotel,Carlos Marcovich,Estreno,México,687,13,Adultos,2020,Marzo,Sala
Ema,Pablo Larraín,Estreno,Chile,2042,20,Adultos,2020,Marzo,Sala
Los Constituyentes,Edgar Federico Pulido,Estreno,México,180,12,Adultos,2020,Marzo,Sala
Frankie,Ira Sach,Estreno,Francia-Portugal,687,14,Adultos,2020,Marzo,Sala
Lezama Lima:Soltar la lengua,Ernesto Fundora Hdz,Estreno,Cuba,31,6,Adultos,2020,Marzo,Sala
Goliat,Dominik Locher,Estreno,Suiza,235,8,Adultos,2020,Marzo,Sala
En guerra,Stéphane Brizé,Estreno,Francia,78,9,Adultos,2020,Marzo,Sala
Ellas contra la marea ,Alex Holmes,Estreno,Reino Unido,50,6,,2020,Marzo,Sala
El Fantasma del convento,Fernando de Fuentes,Nuevas Reflexiones sobre el cine mexicano,México,136,1,Adultos,2020,Marzo,Sala
Operación Libertad,Nicolas Wadimoff,Restrospectiva Nicolas Wadimoff,Suiza,113,1,Adultos,2020,Marzo,Sala
"Jean Ziegler, el optimismo de la voluntad",Nicolas Wadimoff,Restrospectiva Nicolas Wadimoff,Suiza,83,1,Adultos,2020,Marzo,Sala
Espartanos,Nicolas Wadimoff,Restrospectiva Nicolas Wadimoff,"Suiza, Francia",63,1,Adultos,2020,Marzo,Sala
Villa Nueva,Félix Dufour,Quebecine MX 2020,Canadá,25,1,Adultos,2020,Marzo,Sala
Las rutas en febrero,Nicolás Comeau,Quebecine MX 2020,"Canadá, Uruguay",89,1,Adultos,2020,Marzo,Sala
Dino King,Han Sang-Ho,Matinée Infantil,Corea del Sur-China,148,2,Niños,2020,Marzo,Sala
A Gathering of Crystals,R. Bruce Elder,Retrospectiva Bruce Elder,Estados Unidos,83,1,Adultos,2020,Marzo,Sala
Después de la hora ,Martin Scorsese,Clásicos en pantalla grande,Estados Unidos,929,3,Adultos,2020,Marzo,Sala
Juana de Arco,Bruno Dumont,FICUNAM,Francia,328,1,Adultos,2020,Marzo,Sala
El ahijado de la muerte,Norman Foster,Nuevas Reflexiones sobre el cine mexicano,México,136,1,Adultos,2020,Marzo,Sala
La pasión según Berenice,Jaime Humerto Hermosillo,Conversando con cineastas,México,120,1,Adultos,2020,Marzo,Sala
Hotel Monterrey,Chantal Akerman,FICUNAM,"Bélgica,Estados Unidos",78,1,Adultos,2020,Marzo,Sala
Jeanne Dielman,Chantal Akerman,FICUNAM,"Bélgica,Estados Unidos",137,1,Adultos,2020,Marzo,Sala
Del otro lado,Chantal Akerman,FICUNAM,"Bélgica,Estados Unidos",156,1,Adultos,2020,Marzo,Sala
Jannette:La infancia de Juana de Arco,Bruno Dumont,FICUNAM,Francia,172,1,Adultos,2020,Marzo,Sala
"De repente, el paraíso",Elia Suleiman,FICUNAM,Francia - Alemania - Canadá - Turquía - Catar -Palestina,170,1,Adultos,2020,Marzo,Sala
Noticias de casa,Chantal Akerman,FICUNAM,"Bélgica , Francia",128,1,Adultos,2020,Marzo,Sala
Un día Pina me pregunto,Chantal Akerman,FICUNAM,"Bélgica, Francia",85,1,Adultos,2020,Marzo,Sala
Programa en memoria / No pertenezco a ningun lugar,Jean-Claude / Marianne Lambert,FICUNAM,"Francia , Bélgica",27,1,Adultos,2020,Marzo,Sala
Cartas a casa ,Chantal Akerman,FICUNAM,Francia,80,1,Adultos,2020,Marzo,Sala
Historias de América,Chantal Akerman,FICUNAM,"Bélgica , Francia",62,1,Adultos,2020,Marzo,Sala
Cine de Nuestro Tiempo; Chantal Akerman,Chantal Akerman,FICUNAM,Francia,37,1,Adultos,2020,Marzo,Sala
Tiburones ,Luis Alcoriza,FICUNAM,México,132,1,Adultos,2020,Marzo,Sala
Almas que regresan ,Jacques Tourneur,FICUNAM,Estados Unidos,158,2,Adultos,2020,Marzo,Sala
La marca de la pantera,Jacques Tourneur,FICUNAM,Estados Unidos,98,1,Adultos,2020,Marzo,Sala
El hombre leopardo,Jacques Tourneur,FICUNAM,Estados Unidos,157,1,Adultos,2020,Marzo,Sala
Del este,Chantal Akerman,FICUNAM,"Bélgica , Francia, Portugal",81,1,Adultos,2020,Marzo,Sala
Tierra generosa,Jacques Tourneur,FICUNAM,Estados Unidos,108,1,Adultos,2020,Marzo,Sala
El tiempo que queda,Elia Suleiman,FICUNAM,Reino Unido - Francia - Italia - Bélgica - Estados Unidos-Palestina,110,1,Adultos,2020,Marzo,Sala
El expreso de Berlín,Jacques Tourneur,FICUNAM,Estados Unidos,85,1,Adultos,2020,Marzo,Sala
El Programa The Walter Winchell File,Jacques Tourneur,FICUNAM,Estados Unidos,11,1,Adultos,2020,Marzo,Sala
Traidora  y Mortal,Jacques Tourneur,FICUNAM,Estados Unidos,121,1,Adultos,2020,Marzo,Sala
El camino de Gaucho,Jacques Tourneur,FICUNAM,Estados Unidos,38,1,Adultos,2020,Marzo,Sala
"Anne, La Pirata",Jacques Tourneur,FICUNAM,Estados Unidos,77,1,Adultos,2020,Marzo,Sala
Caballo dinero,Pedro Acosta,FICUNAM / Semana cine Portugués,Portugal,165,2,Adultos,2020,Marzo,Sala
Vitalina Varela ,Pedro Acosta,FICUNAM / Semana cine Portugués,Portugal,193,2,Adultos,2020,Marzo,Sala
El color del dinero,Martin Scorsese,Clásicos en pantalla grande,Estados Unidos,556,3,Adultos,2020,Marzo,Sala
Seminario el público del futuro,,FICUNAM,,14,1,Adultos,2020,Marzo,Sala
Sur,Chantal Akerman,FICUNAM,"Bélgica, Francia",52,1,Adultos,2020,Marzo,Sala
No hay película Casera,Chantal Akerman,FICUNAM,"Bélgica, Francia",64,1,Adultos,2020,Marzo,Sala
Crónica de una desaparición,Elia Suleiman,FICUNAM,"Israel, Palestina",97,1,Adultos,2020,Marzo,Sala
Los encuentros de Ana,Chantal Akerman,FICUNAM,"Bélgica, Francia, República Federal de Almenia",116,1,Adultos,2020,Marzo,Sala
Sr. Link,Chris Butler ,Matinée Infantil,Rusia,185,4,Niños,2020,Marzo,Sala
Intervención Divina,Elia Suleiman,FICUNAM,"Francia, Marruecos, Alemania, Palestina",83,1,Adultos,2020,Marzo,Sala
La locura Almayer,Chantal Akerman,FICUNAM,"Bélgica, Francia",49,1,Adultos,2020,Marzo,Sala
María del mar,José Leitão de Barros,Semana Cine Portugués,Portugal,36,2,Adultos,2020,Marzo,Sala
Campo / Past Perfect,Tiago Hespanha,Semana Cine Portugués,Portugal,31,2,Adultos,2020,Marzo,Sala
La flor del mar,João César Monteiro,Semana Cine Portugués,Portugal,39,2,Adultos,2020,Marzo,Sala
Alva,Ico Costa,Semana Cine Portugués,Portugal,127,2,Adultos,2020,Marzo,Sala
Mar,Margarida Gil,Semana Cine Portugués,Portugal,20,2,Adultos,2020,Marzo,Sala
Extinción / Anteu,João Vladimiro,Semana Cine Portugués,"Portugal, Francia",44,2,Adultos,2020,Marzo,Sala
Estrellas en mi corona,Jacques Tourneur,FICUNAM,Estados Unidos,66,1,Adultos,2020,Marzo,Sala
Toda una noche ,Chantal Akerman,FICUNAM,"Bélgica, Francia",76,1,Adultos,2020,Marzo,Sala
Yo caminé con un zombie,Jacques Tourneur,FICUNAM,Estados Unidos,154,1,Adultos,2020,Marzo,Sala
Círculo de peligro,Jacques Tourneur,FICUNAM,Reino Unido,49,1,Adultos,2020,Marzo,Sala
Una cita con el diablo,Jacques Tourneur,FICUNAM,Reino Unido,162,1,Adultos,2020,Marzo,Sala
La cautiva,Chantal Akerman,FICUNAM,"Bélgica , Francia",89,1,Adultos,2020,Marzo,Sala
Juventud en marcha,Pedro Acosta,Semana Cine Portugués,"Portugal, Francia, Suiza",24,1,Adultos,2020,Marzo,Sala
La última tentación de Cristo,Martin Scorsese,Clásicos en pantalla grande,Estados Unidos,176,2,Adultos,2020,Marzo,Sala
Judy,Rupert Goold,CC,Reino Unido,400,4,Adultos,2020,Marzo,Sala
El diablo entre las piernas,Arturo Rispten,,"México , España",340,2,Adultos,2020,Marzo,Sala
Female is the future,Nicolas Wadimoff,Restrospectiva Nicolas Wadimoff,Suiza,145,1,Adultos,2020,Marzo,Sala
Resistances,Nicolas Wadimoff,Restrospectiva Nicolas Wadimoff,Suiza,73,1,Adultos,2020,Marzo,Sala
"Cortometrajes
-INDIGNACIÓN 
 -MEMORIA 
-ESPERANZA ",varios ,OCN FEMINICIDIO,México,76,1,Adultos,2020,Marzo,Foro
Debajo de los Laureles,Silvia Gómez Narváez,CC,México,103,1,Adultos,2020,Marzo,Foro
Parásitos B/N,Bong Joon-Ho,CC,Corea del Sur,1163,23,Adultos,2020,Agosto,Sala
Retrato de una mujer en llamas,Céline Sciamma,Estreno,Francia,3001,47,Adultos,2020,Agosto,Sala
Los Miserables,Ladj Ly,CC,Francia,230,9,Adultos,2020,Agosto,Sala
El acusado y el espía,Roman Polanski,CC,Francia-Italia,1721,40,Adultos,2020,Agosto,Sala
En guerra,Stéphane Brizé,CC,Francia,387,28,Adultos,2020,Agosto,Sala
Frankie,Ira Sach,CC,Francia-Portugal,310,17,Adultos,2020,Agosto,Sala
Román,Majo Staffolani,CC,Argentina,396,20,Adultos,2020,Agosto,Sala
Familia de medianoche,Luke Lorentzen,CC,México,716,20,Adultos,2020,Agosto,Sala
Aquellos que están bien ,Cyril Schäublin,CC,Suiza,682,20,Adultos,2020,Agosto,Sala
Lezama Lima:Soltar la lengua,Ernesto Fundora Hdz,CC,Cuba,220,20,Adultos,2020,Agosto,Sala
"Monrovia, Indiana",Frederick Wiseman,CC,Estados Unidos,32,7,Adultos,2020,Agosto,Sala
"Rencor tatuado 
",Julián Hernández,CC,México,590,20,Adultos,2020,Agosto,Sala
Un elefante sentado y quieto,Hu Bo,CC,China,254,13,Adultos,2020,Agosto,Sala
Ellas contra la marea ,Alex Holmes,CC,Reino Unido,329,20,,2020,Agosto,Sala
Love me not ,Lluís Miñarro,CC,España-México,528,20,Adultos,2020,Agosto,Sala
La balsa (Dir. Marcus Lindeen),Marcus Lindeen,CC,"Suecia, Dinamarca, Alemania, Estados Unidos",407,19,Adultos,2020,Agosto,Sala
La montaña,Rick Alverson,CC,Estados Unidos,672,24,Adultos,2020,Agosto,Sala
Goliat,Dominik Locher,CC,Suiza,1230,36,Adultos,2020,Agosto,Sala
SCOOBY,Tony Cervone,Estreno / Matinee Infantil,Estados Unidos,228,4,Niños,2020,Agosto,Sala
Coup,Sven O.Hill,19 Semana del Cine Alemán,Alemania,129,2,Adultos,2020,Agosto,Sala
Vale la palabra dicha,Iker Catak,19 Semana del Cine Alemán ,"Alemania, Francia",132,2,Adultos,2020,Agosto,Sala
Demasiado Lejos,"Sarah, Winkenstette",19 Semana del Cine Alemán / Matinee Infantil,Alemania,76,2,Niños,2020,Agosto,Sala
800 veces solitario - Un dia con el cineaste Edgar Reitz,Edgar Reitz,19 Semana del Cine Alemán ,Alemania,25,1,Adultos,2020,Agosto,Sala
En el nombre de Sherezada,Narges Kalhor,19 Semana del Cine Alemán ,Alemania,128,2,Adultos,2020,Agosto,Sala
Progreso en el valle de los despistados,"Florian, Kuner",19 Semana del Cine Alemán ,Alemania,11,2,Adultos,2020,Agosto,Sala
Heimat es un espacio en el tiempo,Thomas Heise ,19 Semana del Cine Alemán ,"Alemania, Australia,",17,1,Adultos,2020,Agosto,Sala
La chica melancólica,Susanne Heinrich,19 Semana del Cine Alemán ,Alemania,110,2,Adultos,2020,Agosto,Sala
leif en concierto,Christian Klandt,19 Semana del Cine Alemán ,Alemania,65,2,Adultos,2020,Agosto,Sala
Mi final tu comienzo,Mariko Minoguchi ,19 Semana del Cine Alemán ,Alemania,108,1,Adultos,2020,Agosto,Sala
Cleo,Erik Schmitt,19 Semana del Cine Alemán ,Alemania,231,2,Adultos,2020,Agosto,Sala
Mama Coronel,Dieudo Hamadi,Estreno, República Democrática del Congo,139,6,Adultos,2020,Agosto,Sala
Viaje a Italia,Roberto Rossellini,CC,Italia,14,1,Adultos,2020,Agosto,Foro
Los Caifanes,Juan Ibáñez,CC,México,71,1,Adultos,2020,Agosto,Foro
Hoy quiero volver solo,Daniel Ribeiro,CC,Brasil,78,1,Adultos,2020,Agosto,Foro
Parásitos B/N,Bong Joon-Ho,CC,Corea del Sur,747,30,Adultos,2020,Septiembre ,Sala
Retrato de una mujer en llamas,Céline Sciamma,CC,Francia,3480,62,Adultos,2020,Septiembre ,Sala
El acusado y el espía,Roman Polanski,CC,Francia-Italia,1552,33,Adultos,2020,Septiembre ,Sala
En guerra,Stéphane Brizé,CC,Francia,48,8,Adultos,2020,Septiembre ,Sala
Román,Majo Staffolani,CC,Argentina,252,17,Adultos,2020,Septiembre ,Sala
Familia de medianoche,Luke Lorentzen,CC,México,609,23,Adultos,2020,Septiembre ,Sala
Aquellos que están bien ,Cyril Schäublin,CC,Suiza,1370,45,Adultos,2020,Septiembre ,Sala
Lezama Lima:Soltar la lengua,Ernesto Fundora Hdz,CC,Cuba,19,3,Adultos,2020,Septiembre ,Sala
"Rencor tatuado 
",Julián Hernández,CC,México,103,5,Adultos,2020,Septiembre ,Sala
Un elefante sentado y quieto,Hu Bo,CC,China,231,17,Adultos,2020,Septiembre ,Sala
Ellas contra la marea ,Alex Holmes,CC,Reino Unido,119,10,Adultos,2020,Septiembre ,Sala
Love me not ,Lluís Miñarro,CC,España-México,316,18,Adultos,2020,Septiembre ,Sala
La balsa (Dir. Marcus Lindeen),Marcus Lindeen,CC,"Suecia, Dinamarca, Alemania, Estados Unidos",162,16,Adultos,2020,Septiembre ,Sala
La montaña,Rick Alverson,CC,Estados Unidos,212,9,Adultos,2020,Septiembre ,Sala
Goliat,Dominik Locher,CC,Suiza,1135,39,Adultos,2020,Septiembre ,Sala
SCOOBY,Tony Cervone, Matinee Infantil,Estados Unidos,319,8,Niños,2020,Septiembre ,Sala
800 veces solitario - Un dia con el cineaste Edgar Reitz,Edgar Reitz,19 Semana del Cine Alemán ,Alemania,30,1,Adultos,2020,Septiembre ,Sala
Heimat es un espacio en el tiempo,Thomas Heise ,19 Semana del Cine Alemán ,"Alemania, Australia,",23,1,Adultos,2020,Septiembre ,Sala
Mi final tu comienzo,Mariko Minoguchi ,19 Semana del Cine Alemán ,Alemania,99,1,Adultos,2020,Septiembre ,Sala
"Competencia Mexicana de Animacion Programa 2                     UN JUGUETE DE MADERA SOÑÓ CON BARCOS DE PAPEL| OUR PERPETUAL NOW| LAS PUERTAS EN EL JARDÍN| MASK OUT | COTIDIANA |VIAJE AL OMBLIGO DE LA LUNA | CONEJOS BLANCOS, LA PUESTA EN ESPEJOS. PARTE 1. |CASCARITA | ALLÁ EN EL MICTLÁN PERMANEZCA |EL DESFILE DE LOS AUSENTES",Varios,Shorts México,México,11,1,Adultos,2020,Septiembre ,Sala
Competencia Mexicana Documental Programa 1      INFIERNO| ROJO | VAPOR DE LAS RAÍCES| RAMÓN | LA VOZ DE LA AUSENCIA | MALIBLUE,Varios,Shorts México,"México, Autralia, Colombia",35,1,Adultos,2020,Septiembre ,Sala
Competencia Mexicana de Ficcion Programa  1                               WHEELS| LOS ÚLTIMOS RECUERDOS DE ABRIL| AGUA | ARREGLO NAPOLITANO | VICTORIAS,Varios,Shorts México,"México, China",46,1,Adultos,2020,Septiembre ,Sala
Mamá Coronel,Dieudo Hamadi,CC, República Democrática del Congo,615,39,Adultos,2020,Septiembre ,Sala
"Roma, cuidad abierta",Roberto Rossellini ,Estreno,Italia,783,27,Adultos,2020,Septiembre ,Sala
La Gomera,Corneliu Porumboiu,Estreno,Rumanía,1360,49,Adultos,2020,Septiembre ,Sala
En buenas manos,Jeanne Herry,Estreno,"Francia, Bélgica",824,42,Adultos,2020,Septiembre ,Sala
Polvora y Gloria,Viktor Jakovleski,Estreno,"México, Estados Unidos, Alemania",853,41,,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE DOCUMENTAL PROGRAMA 3 
MAREA| IDENTIFICACIÓN PERDIDA| 3X10$ | VOX POPULI| ONE WORD: OCCUPATION 
",Varios,Shorts México," México, Cuba ",12,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA NEOMEX PROGRAMA 1 
INALCANZABLES LECCIÓN II: NO DEJES DE SEGUIR TUS SUEÑOS| AZUL CLARO |AM | EL ESTANQUE | MATA AL NIÑO | ACUITZERAMO
",Varios,Shorts México," México, Estados Unidos",35,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE FICCIÓN PROGRAMA 2 
  EL DÍA COMENZÓ AYER | LA FRONTERA| ERÓ | DUELO 
",Varios,Shorts México,México,42,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE ANIMACIÓN PROGRAMA 1 
ECLOSIÓN| ¿HAS VISTO A MI HERMANA? | PARANOIA | NUA |PSYCHOPHONIC| TODO ESTO SUCEDE MIENTRAS DUERMES (Y NO PUEDES VER LO QUE SUEÑO) |A LA CABEZA | POZOLLI |616 (00:15:00) | CUANDO NOS VAMOS | DÍA DE SUERTE 
",Varios,Shorts México," México, Canadá, España, Francia ",47,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA NEOMEX PROGRAMA 3 
ANA | CUANDO LA RUMOROSA CALLA | METRO AEROPUERTO| LA CASA DE LOS PÁJAROS AUSENTES | OLIVIA EN EL INTERIOR | DINAMITA
 ",Varios,Shorts México,México,38,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE FICCIÓN PROGRAMA 3 
   ENCUENTRO| CACHORRO | PESCA DE SIRENAS| CUANDO EL LOBO NO ESTÁ 
",Varios,Shorts México,"México, China ",36,1,Adultos,2020,Septiembre ,Sala
"CORTITOS (CINE INFANTIL) PROGRAMA 1 
UMBRELLA| CASCARITA| MOMENT TO MOMENT| RAMÓN |NUA| VIAJE AL OMBLIGO DE LA LUNA |NENÉ AND HER YELLOW BOOTS| ME, A MONSTER?  |PUERCOESPÍN| LAS PUERTAS EN EL JARDÍN| BOBBY EL MONSTRUO |LUCIÉRNAGA |PARA ELISA | COLORES |TRAVESURAS
",Varios,Shorts México,"México, Canadá, España, Países Bajos, Brasil, Colombia, Venezuela",45,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE DOCUMENTAL PROGRAMA 2 
TUYUKU | ASÍ EN LA TIERRA| LÍSPIDOS| HIJOS DEL SAUCE| ANDROFILIA 
",Varios,Shorts México,México,44,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA NEOMEX PROGRAMA 5
   KIZUATO | TRAGALUZ |LA ÚLTIMA CENA| CAMELLOS EN LA ARENA |CAÍN |COCHI |CUANDO ESTABA AHÍ
",Varios,Shorts México,México,47,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE DOCUMENTAL PROGRAMA 4 
EXPIATORIO| LOS AÑOS | ABRIR LA TIERRA | HIJOS DEL MAR |CASTILLOS DE HUMO| EL LUNAR EN SU ESPALDA 
",Varios,Shorts México,"México, Alemania, Austria, Dinamarca, Noruega",4,1,Adultos,2020,Septiembre ,Sala
"FANTAS CORTO PROGRAMA 5 
MARE NOSTRUM | NOCHE SIN LUCIÉRNAGAS| EL SON DEL VIUDO | CAUTIVOS|DESOLACIÓN| LLORONA
",Varios,Shorts México," México, Grecia, ",27,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA NEOMEX PROGRAMA 2 
   LA TIERRA Y LA CARNE| DOS CACTUS | ENTAMBADO | LA CASTAÑUELA Y EL SAPO |NAHJUM
",Varios,Shorts México, México,45,1,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE DOCUMENTAL PROGRAMA 6
LA UTOPÍA DE LA MARIPOSA | NO SERÉ LA VIDA DE MI RECUERDO| LA PÉRDIDA DEL EDÉN |ECOS 
",Varios,Shorts México,México,48,2,Adultos,2020,Septiembre ,Sala
"COMPETENCIA NEOMEX 
PROGRAMA 4
ASALTO CHIDO | LAS DOS CLAUDIAS| EL ECLIPSE DE JIMENA| 24 HORAS A SOLAS| LA DAMA |EL PUNTO DE LAS LÍNEAS ES SABER A DÓNDE LLEVAN
",Varios,Shorts México,México,108,2,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE FICCIÓN PROGRAMA 4
   UN ROSTRO CUBIERTO DE BESOS | RECUERDO DE MI PRESENTACIÓN   |INSTRUCCIONES PARA SOLTAR| ACORDES| CARROÑA 
",Varios,Shorts México, México,67,2,Adultos,2020,Septiembre ,Sala
"COMPETENCIA MEXICANA DE DOCUMENTAL PROGRAMA 5
ELLAS| VISIBLES: HISTORIAS DE ADOLESCENCIAS TRANS | LOS RETOS DEL ARRECIFE AKUMAL | VIDA EN MUERTE|OBJECTS IN THE MIRROR ARE CLOSER THAN THEY APPEAR 
",Varios,Shorts México," México, Finlandia",35,1,Adultos,2020,Septiembre ,Sala
"QUEER SHORTS PROGRAMA 5
NINA | UN NARCISO OBSERVÁNDOSE EN EL ESPEJO DE UN BAÑO PÚBLICO| WAKING HOUR| BIENVENIDA AL ANOCHECER| FROM GREY TO POSITHIVE | DESEO
",Varios,Shorts México,"México, Perú, Estados Unidos, Colombia",37,1,Adultos,2020,Septiembre ,Sala
"FUNSHORTS (CINE DE COMEDIA
PROGRAMA 2 
   EL SÁNDWICH| PIZZA FRÍA | ASALTO CHIDO| VIDEO VEGA |PSYCHOPHONIC | ÁREA CHICA INFIERNO GRANDE
",Varios ,Shorts México,"México, España, Argentina,",45,1,Adultos,2020,Septiembre ,Sala
El azote,José Celestino Campusano,Estreno, Argentina,692,35,Adultos,2020,Septiembre ,Sala
Tristeza y alegría en la vida de las jirafas ,Tiago Guedes ,Estreno,Portugal,867,39,Adultos,2020,Septiembre ,Sala
Para Sama ,"Waad al-Kateab , Edward Watts",Estreno,Reino Unido-Siria,411,26,Adultos,2020,Septiembre ,Sala
Banda,Carlos Armella,Estreno,México,327,26,Adultos,2020,Septiembre ,Sala
Ray y Liz,Richard Billingham,Estreno,Reino Unido,748,26,Adultos,2020,Septiembre ,Sala
La fábrica de nada,Pedro Pinho,Estreno,Portugal,279,13,Adultos,2020,Septiembre ,Sala
Mensaje Interrumpido,Jaime Fraire Quiroz,Mic Genero,México,18,1,Adultos,2020,Septiembre ,Sala
Suelo,Camila Freitas,Mic Genero,Brasil,9,1,Adultos,2020,Septiembre ,Sala
Lina de Lima,María Paz González,Mic Genero,"Perú, Chile, Argentina",28,2,Adultos,2020,Septiembre ,Sala
Silent Forest,Mariah Wilson,Mic Genero,Estados Unidos,4,1,Adultos,2020,Septiembre ,Sala
Mujer Salvaje,Nadia Martinez,Mic Genero,Argentina,12,1,Adultos,2020,Septiembre ,Sala
El despertar de las hormigas,Antonella Sudas,Mic Genero,"Costa Rica, España",42,1,Adultos,2020,Septiembre ,Sala
Laberinto YO Eme,Sergi Pedro Ros,Mic Genero,México,17,1,Adultos,2020,Septiembre ,Sala
CONSENT FACTORY: LESBO QUEER PERSPECTIVES ,Mathilde Capone,Mic Genero, Canadá,32,1,Adultos,2020,Septiembre ,Sala
En el nombre de Tania,Mary Jimenez,Mic Genero,"Bénédicte Liénard, Bélgica",42,1,Adultos,2020,Septiembre ,Sala
"QUEEN OF LAPA 
","Carolina Monnerat , Theodore Collatos",Mic Genero,Brasil,4,1,Adultos,2020,Septiembre ,Sala
"RESISTENCIA TRANS 
",Claudia Reig,Mic Genero, España,13,1,Adultos,2020,Septiembre ,Sala
"THAT WHICH DOES NOT KILL 
",Alexe Poukine,Mic Genero, Bélgica,20,1,Adultos,2020,Septiembre ,Sala
Mujer medicina,Daiana Rosenfeld,Mic Genero,Argentina,23,1,Adultos,2020,Septiembre ,Sala
"MALA MADRE 
",Amparo Aguilar ,Mic Genero,Argentina,41,1,Adultos,2020,Septiembre ,Sala
"THE SAD GIRLS OF THE MOUNTAINS 
",Candy Flip,Mic Genero, Alemania,23,1,Adultos,2020,Septiembre ,Sala
"THE WHISTLE 
",Storm Miguel Flores,Mic Genero, Estados Unidos,7,1,Adultos,2020,Septiembre ,Sala
"THE AVERAGE COLOR OF THE UNIVERSE 
",Alexandra- Therese Keining,Mic Genero, Suecia,34,1,Adultos,2020,Septiembre ,Sala
"VIDA DE FAMILIA 
",Rosa Hannah Ziegle ,Mic Genero,Alemania,9,1,Adultos,2020,Septiembre ,Sala
CHARTER,Amanda Kernell ,Mic Genero,Suecia,11,1,Adultos,2020,Septiembre ,Sala
"CAMPEÓN DEL MUNDO
","Federico Borgia, Guillermo Madeiro",Mic Genero,Uruguay,27,1,Adultos,2020,Septiembre ,Sala
Al otro lado del paraíso,André Ristum,Estreno,Brasil,337,10,Adultos,2020,Septiembre ,Sala
Angustia,"Roberto Rossellini, ",CC,"República Federal de Alemania, Italia",139,1,Adultos,2020,Septiembre ,Foro
El esqueleto de la señora Morales,Rogelio A. González,CC,México,170,1,Adultos,2020,Septiembre ,Foro
El ciudadano ilustre,Mariano Cohn y Gastón Duprat,CC,"Argentina, España",148,1,Adultos,2020,Septiembre ,Foro
"Alemania, Año Cero",Roberto Rossellini,CC," Italia,Alemania",140,1,Adultos,2020,Septiembre ,Foro
Aventurera,Alberto Gout ,CC,México,120,1,Adultos,2020,Septiembre ,Foro
La segunda madre,Anna Muylaert,CC,Brasil,198,1,Adultos,2020,Septiembre ,Foro
Amor,Roberto Rossellini,CC,Italia,S/F,S/F,Adultos,2020,Septiembre ,Foro
Distinto amanecer,Julio Bracho,CC,México,77,1,Adultos,2020,Septiembre ,Foro
La larga noche de Francisco Sanctics,"Andrea Testa, Francisco Márquez",CC,Argentina,S/F,S/F,Adultos,2020,Septiembre ,Foro
En Territorio Amigable,Warwick Thornton,CC, Australia,52,1,Adultos,2020,Septiembre ,Foro
Idiana,Roberto Rossellini,CC,Italia,79,1,Adultos,2020,Septiembre ,Foro
El Brazo Fuerte ,Giovanni Korporal,CC,México,142,1,Adultos,2020,Septiembre ,Foro
Ausencia,Chio Teixeira,CC,"Brasil, Francia, Chile",34,1,Adultos,2020,Septiembre ,Foro
1982,Lucas Gallo,Docs MX,Argentina,48,1,Adultos,2020,Octubre,Sala
Abrazas por la noche,Alex Zuno ,Festival Mix,México,47,1,Adultos,2020,Octubre,Sala
Al abordaje,Guillaume Brac,Black Canvas ,Francia,106,1,Adultos,2020,Octubre,Sala
Al otro lado del paraíso,André Ristum,CC,Brasil,1336,58,Adultos,2020,Octubre,Sala
